Reading No,Time,Type,Duration,Units,Sequence,Res,EScale,Shape Time,SAMPLE,LOCATION,INSPECTOR,MISC,NOTE,Flags,Mo,Mo Error,Mo CPS/ua,Zr,Zr Error,Zr CPS/ua,Sr,Sr Error,Sr CPS/ua,U,U Error,U CPS/ua,Rb,Rb Error,Rb CPS/ua,Th,Th Error,Th CPS/ua,Pb,Pb Error,Pb CPS/ua,Au,Au Error,Au CPS/ua,Se,Se Error,Se CPS/ua,As,As Error,As CPS/ua,Hg,Hg Error,Hg CPS/ua,Zn,Zn Error,Zn CPS/ua,W,W Error,W CPS/ua,Cu,Cu Error,Cu CPS/ua,Ni,Ni Error,Ni CPS/ua,Co,Co Error,Co CPS/ua,Fe,Fe Error,Fe CPS/ua,Mn,Mn Error,Mn CPS/ua,Cr,Cr Error,Cr CPS/ua,V,V Error,V CPS/ua,Ti,Ti Error,Ti CPS/ua,Sc,Sc Error,Sc CPS/ua,Ca,Ca Error,Ca CPS/ua,K,K Error,K CPS/ua,S,S Error,S CPS/ua,Ba,Ba Error,Ba CPS/ua,Cs,Cs Error,Cs CPS/ua,Te,Te Error,Te CPS/ua,Sb,Sb Error,Sb CPS/ua,Sn,Sn Error,Sn CPS/ua,Cd,Cd Error,Cd CPS/ua,Ag,Ag Error,Ag CPS/ua,Pd,Pd Error,Pd CPS/ua,Bal,Bal Error,Bal CPS/ua,Nb,Nb Error,Nb CPS/ua,Bi,Bi Error,Bi CPS/ua,Re,Re Error,Re CPS/ua,Ta,Ta Error,Ta CPS/ua,Hf,Hf Error,Hf CPS/ua,Al,Al Error,Al CPS/ua,P,P Error,P CPS/ua,Si,Si Error,Si CPS/ua,Cl,Cl Error,Cl CPS/ua,Mg,Mg Error,Mg CPS/ua
308,10/12/2016 14:17,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.86,0,16.57,5.24,0,1201.6,11.82,0,<LOD,8.29,0,12.55,1.57,0,<LOD,4.39,0,<LOD,5.8,0,<LOD,5.35,0,<LOD,3.84,0,<LOD,4.33,0,<LOD,10.95,0,12.61,7.27,0,<LOD,47.97,0,<LOD,21.01,0,96.25,21.54,0,<LOD,51.55,0,2077.65,75.94,0,776.7,63.98,0,<LOD,11.48,0,28.18,12.36,0,1003.47,95.77,0,<LOD,223.77,0,396502.69,2302.44,0,6500.8,280.14,0,1689.6,94.95,0,723.96,35.24,0,121.5,7.42,0,166.3,22.15,0,52.28,10.76,0,26.51,6.84,0,22.16,8.12,0,9.11,5.22,0,12.11,7.09,0,516442.31,2269.86,0,3.3,1.84,0,<LOD,5.95,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,11301.82,863.25,0,308.17,157.33,0,57032.87,653.42,0,2478.37,44.43,0,<LOD,5489.48,0
309,10/12/2016 14:21,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,300000,0,337.47,7.56,0,300.35,7.41,0,<LOD,300000,0,32.64,2.56,0,<LOD,300000,0,18.17,6.8,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,271.99,22.79,0,<LOD,300000,0,<LOD,300000,0,86.49,52.73,0,<LOD,300000,0,7337.05,204.25,0,<LOD,300000,0,12.8,2.97,0,32.07,7.02,0,1292.53,23.4,0,9.73,5.74,0,2061.74,38.45,0,12723.5,277.67,0,2831.42,107.15,0,548.17,39.68,0,80.6,8.41,0,114.61,25.19,0,25.73,12.07,0,17.57,7.8,0,<LOD,13.23,0,<LOD,8.68,0,<LOD,11.11,0,716967.38,2232.99,0,15.05,2.65,0,34.53,7.82,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,68006.44,1155.16,0,1398.51,164.44,0,176112.86,1508.52,0,<LOD,57.33,0,<LOD,2231.22,0
310,10/12/2016 14:24,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.78,0,64.01,4.64,0,681.17,8.7,0,<LOD,7.58,0,34.81,2.08,0,7.52,3.1,0,7.9,4.02,0,<LOD,5.02,0,<LOD,3.67,0,4.58,3,0,<LOD,10.26,0,24.63,7.43,0,<LOD,43.34,0,31,14,0,70.11,20.21,0,<LOD,78.34,0,7012.18,126.69,0,702.27,60.85,0,<LOD,11.74,0,65.99,15.14,0,1372.82,79.45,0,<LOD,157.19,0,278977.97,1808.43,0,12919.83,275.56,0,7070.9,127.61,0,770.31,33.69,0,117.75,6.99,0,145.67,20.69,0,52.32,10.17,0,28.01,6.49,0,22.69,7.69,0,10.41,4.97,0,<LOD,9.69,0,527140.5,2249.64,0,6.34,1.88,0,<LOD,7.44,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,26665.34,932.81,0,<LOD,231.75,0,129158.18,917.51,0,355.92,28.5,0,8713.78,3002.31,0
311,10/12/2016 14:27,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,300000,0,56.77,4.47,0,563.65,10.89,0,<LOD,300000,0,38.3,2.75,0,<LOD,300000,0,<LOD,8.72,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,58.5,15.1,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,8772.56,223.65,0,517.47,117.33,0,18.88,4.08,0,33.1,7.21,0,1505.47,77.35,0,76.21,45.28,0,252477.08,2000.63,0,6342.9,126.74,0,5857.63,135.39,0,825,47.37,0,122.27,9.79,0,182.57,29.39,0,52.78,14.16,0,25.34,8.98,0,21.24,10.65,0,11.88,6.98,0,<LOD,13.12,0,531036.06,2896.39,0,6.2,2.42,0,<LOD,9.77,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,31286.66,1069.31,0,<LOD,263.17,0,146960.69,1106.06,0,109.78,34.96,0,10307.71,3216.71,0
312,10/12/2016 14:31,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,4.79,2.62,0,116.35,5.22,0,746.21,8.97,0,<LOD,8.13,0,51.5,2.42,0,13.79,3.49,0,22.78,4.9,0,<LOD,5.06,0,<LOD,3.69,0,7.2,3.62,0,11.19,6.96,0,81.13,9.55,0,<LOD,44.4,0,29.02,13.78,0,123.5,21.01,0,<LOD,97.05,0,15984.75,234.57,0,338.84,50.81,0,76.56,26.17,0,101.89,16.59,0,2000.65,72.93,0,176.23,75.63,0,191280.25,1431.46,0,14161.07,261.73,0,18041.86,188.83,0,840.3,34.05,0,111.68,6.92,0,155.74,20.69,0,50.75,10.08,0,34.6,6.57,0,17.31,7.53,0,10.01,4.93,0,13.3,6.7,0,539211.06,2234.74,0,11.06,1.96,0,11.94,5.49,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,43474.81,1030.99,0,403.9,157.29,0,166932.03,1029.35,0,250.62,27.63,0,6343.27,2611.36,0
313,10/12/2016 14:34,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.71,0,96.04,4.79,0,694.35,8.41,0,<LOD,7.73,0,47.18,2.26,0,9.73,3.12,0,11.24,4.08,0,<LOD,4.86,0,4.3,2.37,0,7.24,3.1,0,<LOD,9.58,0,63.88,8.56,0,<LOD,41.69,0,35.03,13.01,0,125.81,19.83,0,<LOD,77.2,0,10222.18,181.11,0,440.54,51.65,0,88.36,25.87,0,139.96,20.49,0,1867.85,76.56,0,<LOD,162.53,0,235014.27,1574.26,0,12789.22,247.11,0,8005.13,130.07,0,807.04,30.19,0,103.09,6.13,0,137.33,18.27,0,41.37,8.86,0,24.37,5.71,0,<LOD,9.83,0,11.13,4.42,0,<LOD,8.62,0,486328.66,2324.66,0,11.45,1.88,0,7.49,4.98,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,46974.62,1125.1,0,676.86,166.48,0,186797.41,1074.58,0,140.9,26.68,0,9115.57,2801.34,0
314,10/12/2016 14:38,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.68,0,83.1,4.83,0,816.61,9.03,0,<LOD,7.62,0,37.48,2.04,0,8.39,3.01,0,10.6,4,0,<LOD,4.68,0,3.56,2.3,0,<LOD,4.32,0,<LOD,9.65,0,62.2,8.47,0,<LOD,41.7,0,26.39,12.67,0,91.23,19.05,0,<LOD,60.38,0,4134.24,93.71,0,394.7,49.39,0,81.59,26.13,0,129.36,18.85,0,1759.29,77.29,0,232.22,114.98,0,266182.44,1671.94,0,10212.57,222.63,0,2955.32,95.86,0,799.97,30.83,0,99.23,6.25,0,135.47,18.67,0,48.77,9.17,0,33.43,5.97,0,12.76,6.78,0,<LOD,6.55,0,10.32,6.01,0,497413.97,2216.68,0,9.67,1.84,0,<LOD,9.94,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,36761.11,1031.24,0,518.91,165.1,0,169906.72,1029.5,0,171.65,26.96,0,6502.94,2802.27,0
315,10/12/2016 14:43,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,4,1.7,0,62.26,5.12,0,915.76,10.19,0,<LOD,8.21,0,31.06,2.03,0,5.74,3.17,0,20.68,4.92,0,<LOD,5.26,0,5.1,2.6,0,11.45,3.81,0,<LOD,10.76,0,330.04,16.35,0,<LOD,47.21,0,53.91,15.29,0,174.29,22.85,0,136.8,64.63,0,14328.8,227.11,0,444.61,55.88,0,124.39,27.94,0,89.81,16.19,0,1559.93,82.4,0,<LOD,158.29,0,277818.09,1828.05,0,11662.97,270.87,0,16674.12,188.39,0,865.4,34.55,0,117.49,7.02,0,164.65,21,0,51.11,10.17,0,31.35,6.56,0,14.23,7.54,0,<LOD,7.26,0,11.41,6.7,0,483590.63,2416.27,0,6.63,1.89,0,<LOD,7.07,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,34923.9,1067.19,0,<LOD,247.09,0,153720,989.89,0,136.24,27.76,0,6107.48,3226.27,0
316,10/12/2016 14:46,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.78,0,69.1,4.92,0,854.86,9.54,0,<LOD,7.99,0,34.05,2.04,0,5.84,2.99,0,11.95,4.2,0,<LOD,4.91,0,<LOD,3.54,0,<LOD,4.62,0,<LOD,10.03,0,35.34,7.77,0,<LOD,43.32,0,34.04,13.62,0,70.32,19.58,0,<LOD,62.16,0,4118.85,96.68,0,359.6,50.12,0,65.78,27.73,0,67.36,16.81,0,1485.79,80.39,0,<LOD,158.74,0,272232.94,1748.05,0,13554.13,280.72,0,3881.17,103.96,0,810.97,32.83,0,103.32,6.67,0,166.84,20.2,0,52.25,9.81,0,29.15,6.28,0,21.31,7.39,0,9.12,4.76,0,13.42,6.5,0,521208.28,2215.03,0,8.64,1.89,0,<LOD,8.45,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,29053.01,940.95,0,<LOD,239.71,0,148647.23,977.02,0,388.5,28.57,0,6404.22,2821.66,0
317,10/12/2016 14:50,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,4.37,2.61,0,131.96,5.09,0,638.74,8.17,0,9.45,5.66,0,68.2,2.69,0,6.32,3.13,0,25.71,4.96,0,5.14,3.39,0,4.85,2.46,0,10.07,3.74,0,<LOD,10.06,0,76.22,9.18,0,<LOD,42.88,0,28.73,13.17,0,89.73,19.73,0,<LOD,103.51,0,19506.11,255.5,0,239.85,47.38,0,44.89,8.52,0,151.68,18.78,0,2041.05,56.41,0,168.06,55.57,0,120432.18,1083.85,0,16605.88,270.81,0,21616.02,200.98,0,949.17,32.75,0,115.13,6.52,0,151.95,19.39,0,59.7,9.59,0,25.9,6.04,0,22.23,7.17,0,11.24,4.67,0,<LOD,9.01,0,535949,2221.03,0,12.87,1.97,0,<LOD,7.33,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,49986.96,987.47,0,1100.61,157.43,0,224008.5,1187.46,0,125.62,25.31,0,6284.9,2204.87,0
318,10/12/2016 14:53,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.8,0,90.24,4.96,0,773.61,9.03,0,8.15,5.33,0,40.25,2.16,0,11.1,3.22,0,9.82,4.07,0,<LOD,4.93,0,4.16,2.43,0,6.72,3.09,0,<LOD,9.89,0,102.06,10.09,0,<LOD,43.4,0,29.72,13.39,0,78.32,19.61,0,74.61,45.11,0,5098.36,105.91,0,310.23,48.21,0,80.33,26.64,0,104.52,17.36,0,1564.29,76.84,0,205.3,96.74,0,248685.94,1642.76,0,10592.7,227.2,0,5649.68,114.19,0,819.14,32.56,0,107.28,6.62,0,152.93,19.84,0,54.54,9.73,0,22.13,6.1,0,18.39,7.25,0,8.28,4.68,0,<LOD,9.19,0,532284.81,2185.07,0,9.13,1.89,0,8.89,5.09,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,31912.73,938.02,0,<LOD,230.67,0,153283.48,983.3,0,285.66,27.31,0,6902.7,2681.84,0
319,10/12/2016 14:58,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.71,0,119.27,4.84,0,604.64,7.84,0,<LOD,7.96,0,57.32,2.44,0,9.94,3.15,0,17.62,4.42,0,<LOD,4.66,0,3.53,2.29,0,8.55,3.36,0,<LOD,9.6,0,92.93,9.49,0,<LOD,40.77,0,34.39,12.84,0,100.31,19.21,0,<LOD,79.26,0,11121.37,188.58,0,299.9,47.47,0,30.43,9.47,0,125.04,19.91,0,2000.28,71.48,0,219.63,88.51,0,187582.8,1378.99,0,14865.88,260.54,0,10474.39,140.69,0,853.13,30.6,0,106.12,6.17,0,148.03,18.45,0,53.64,9.06,0,30.67,5.82,0,13.91,6.68,0,<LOD,6.47,0,<LOD,8.69,0,500862.59,2310.04,0,12.1,1.9,0,8.68,5.15,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,52631.03,1105.29,0,<LOD,235.05,0,208263.7,1132.86,0,135.62,25.88,0,10258.44,2507.43,0
320,10/12/2016 15:03,System Check,46.4,cps,Final,170.88,7.21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,10/12/2016 15:04,System Check,43.61,cps,Final,154.26,7.21,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,10/12/2016 15:10,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,23.13,4.92,0,75.64,7.68,0,324.24,14.09,0,<LOD,300000,0,46.08,5.3,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,23.76,0,28.18,12.01,0,<LOD,300000,0,260.22,47.1,0,<LOD,300000,0,<LOD,300000,0,257.1,138.25,0,<LOD,300000,0,23532.06,666.88,0,<LOD,300000,0,27.16,2.45,0,25.01,3.84,0,877.68,99.73,0,28.06,8.95,0,71618.74,1695.31,0,1469.3,43.44,0,12947.29,369.21,0,1483.31,106.9,0,230.75,21.61,0,346.35,64.27,0,118.46,31.26,0,78.95,20.4,0,72.02,24.3,0,24.4,15.24,0,<LOD,27.71,0,815232.31,2576.99,0,7.87,4.81,0,<LOD,17.99,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,4337.1,1286.62,0,<LOD,552.7,0,62088.25,1389.4,0,<LOD,150.42,0,<LOD,7062.22,0
323,10/12/2016 15:13,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,18.64,1.89,0,133.11,5.06,0,667.4,8.19,0,14.49,5.64,0,63.21,2.54,0,10.27,3.26,0,21.41,4.87,0,<LOD,5.11,0,21.43,3.03,0,25.77,4.1,0,<LOD,9.46,0,256.83,13.71,0,<LOD,40.8,0,58.96,13.5,0,124.5,19.79,0,155.6,77.04,0,24396.26,283.14,0,303.44,49.1,0,145.12,28.81,0,416.48,33.97,0,1831.8,90.1,0,<LOD,142.13,0,162596.33,1334.28,0,12769.66,259.8,0,41749.84,310.9,0,964.89,30.53,0,99.15,5.97,0,130.68,17.76,0,41.62,8.71,0,26.11,5.59,0,38.58,6.95,0,8.01,4.25,0,<LOD,8.52,0,470149.91,2377.11,0,13.76,1.93,0,<LOD,7.84,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,53534.83,1158.58,0,857.35,171.53,0,218568.44,1127.19,0,<LOD,36.31,0,10932.61,2977.48,0
324,10/12/2016 15:17,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,14.73,1.86,0,169.49,4.67,0,227.42,4.85,0,18.27,5.74,0,96.64,3.08,0,12.68,3.41,0,25.72,5.2,0,<LOD,5.21,0,34.49,3.42,0,44.64,4.75,0,<LOD,9.19,0,202.79,12.41,0,<LOD,39.12,0,115.97,14.76,0,120.2,19.46,0,177.52,91.29,0,34717.72,336.83,0,266.94,49.38,0,159.47,15.53,0,870.53,39.88,0,3477.05,98.22,0,63.66,42.02,0,35823.91,658.48,0,20128.42,322.41,0,44237.34,317.17,0,1004.91,28.22,0,92.74,5.43,0,112.08,16.08,0,54.3,8.11,0,21.08,5.05,0,31.5,6.25,0,<LOD,5.64,0,<LOD,7.71,0,442724.94,2543.39,0,16.15,1.98,0,14.68,5.82,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,85019.91,1247,0,1434,161.88,0,319616.34,1375.94,0,<LOD,30.9,0,10518.1,2154.3,0
325,10/12/2016 15:20,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,32.66,2.13,0,107.45,4.75,0,542.3,7.62,0,21.4,5.91,0,66.5,2.67,0,9.69,3.36,0,22.73,5.22,0,<LOD,5.56,0,32.59,3.53,0,44.48,4.84,0,<LOD,10.03,0,418.7,17.46,0,<LOD,43.68,0,84.6,15.08,0,129.15,21.1,0,279.32,93.14,0,32636.95,343.54,0,281.08,50.93,0,66.24,12.05,0,610.43,30.87,0,1606.67,72.85,0,<LOD,112.5,0,139718.38,1273.72,0,12906.24,268.06,0,72779.02,464.45,0,1028.95,33.93,0,110.09,6.63,0,158.87,19.84,0,73.86,10.05,0,29.4,6.22,0,58.16,8.02,0,14.08,4.85,0,12.65,6.42,0,511241.72,2297.84,0,12.59,1.98,0,<LOD,10.5,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,42195.88,1042.95,0,580.59,167.65,0,176670.94,1006.22,0,<LOD,38.8,0,6228.23,3196.83,0
326,10/12/2016 15:24,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,43.5,3.26,0,77.01,4.69,0,594.21,8.24,0,14.73,5.74,0,51.25,2.46,0,6.04,3.29,0,19.68,5.33,0,<LOD,6.02,0,39.38,3.91,0,39.25,4.81,0,<LOD,10.61,0,267.24,15,0,<LOD,46.39,0,64.79,15.39,0,92.67,21.74,0,378.44,103.96,0,36921.11,384.72,0,324.25,54.55,0,160.93,32.45,0,374.36,27.48,0,1177.12,69.67,0,<LOD,141.63,0,207236.25,1601.97,0,11138.77,262.81,0,41557.16,317.88,0,894.94,35.08,0,103.68,7.01,0,139.21,20.86,0,67.65,10.56,0,34.45,6.69,0,41.99,8.19,0,11.04,5.06,0,<LOD,9.76,0,485954.5,2432.01,0,9.79,1.98,0,<LOD,9.2,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,39862.04,1105.24,0,<LOD,249.18,0,164565.03,1009.65,0,<LOD,40.49,0,8405.12,3408.07,0
327,10/12/2016 15:27,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,27.75,1.98,0,76.37,4.5,0,634.77,8.06,0,16.82,5.53,0,51.57,2.33,0,4.49,2.97,0,18.99,4.81,0,<LOD,5.2,0,25.98,3.2,0,32.87,4.3,0,14.4,6.61,0,231.81,13.29,0,<LOD,41.53,0,69.05,14.12,0,137.56,20.35,0,128.26,77.01,0,23977.24,284.04,0,317.65,49.93,0,140.93,29.83,0,513.1,31.65,0,1421.4,78,0,<LOD,170.43,0,220217.36,1566.13,0,10604.68,241.14,0,30481.05,254.88,0,890.12,31.16,0,102.24,6.21,0,132,18.45,0,49.12,9.11,0,26.61,5.81,0,27.15,7,0,<LOD,6.5,0,<LOD,8.61,0,472563.31,2364.81,0,10.64,1.87,0,<LOD,6.56,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,45442.08,1143.41,0,<LOD,245.54,0,178369.81,1024.55,0,<LOD,36.82,0,14125.33,3272.37,0
328,10/12/2016 15:31,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,34.02,2.29,0,45.67,3.73,0,769.37,9.82,0,21.76,6.38,0,44.18,2.43,0,<LOD,5.32,0,23.19,6.44,0,<LOD,7.29,0,88.02,5.51,0,44.63,5.48,0,<LOD,11.64,0,271.15,15.95,0,<LOD,51.2,0,71.06,16.87,0,125.21,24.29,0,245.34,147.25,0,65146.89,577.21,0,329.18,61.23,0,154.91,38.93,0,352.11,33.88,0,956.57,87.64,0,<LOD,145.58,0,194011.59,1665.68,0,11686.91,290.14,0,96448.15,587.41,0,796.72,36.51,0,97.22,7.41,0,131.64,22.08,0,59.43,11.08,0,24.89,6.93,0,33.58,8.52,0,10.79,5.36,0,<LOD,10.2,0,437821.84,2718.49,0,8.45,2.04,0,<LOD,7.38,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,37707.42,1241.81,0,380.82,186.05,0,142725.39,926.5,0,72.77,29.23,0,12319.76,4718.28,0
329,10/12/2016 15:34,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,30.66,2.11,0,69.66,3.65,0,676.55,8.57,0,104.7,8.06,0,80.15,2.94,0,7.29,3.29,0,18.91,4.94,0,<LOD,5.66,0,21.77,3.2,0,42.17,4.69,0,<LOD,10.02,0,266.92,14.53,0,<LOD,44.3,0,75.38,14.61,0,156.2,21.2,0,156.07,81.66,0,25359.76,300.71,0,298.15,51.4,0,70.1,13.31,0,463.95,33.2,0,1865.27,86.28,0,<LOD,143.39,0,164232.72,1354.68,0,12848.09,259.21,0,43979.3,325.39,0,2291.96,37.27,0,97.28,5.84,0,101.12,17.03,0,42.54,8.48,0,16.49,5.31,0,30.03,6.62,0,<LOD,5.99,0,11.66,5.66,0,468808.88,2492.23,0,25.99,2.23,0,<LOD,10.96,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,54050.86,1186.31,0,9669.51,213.13,0,204084.72,1092.2,0,<LOD,40.79,0,10670.95,3140.32,0
330,10/12/2016 15:37,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,21.98,2.88,0,71.85,4.65,0,665.57,8.5,0,18.64,5.72,0,49.75,2.37,0,7.59,3.19,0,18.87,4.83,0,<LOD,5.04,0,15.86,2.94,0,26.95,4.21,0,<LOD,10,0,187.24,12.68,0,<LOD,44.66,0,42.22,14.1,0,80.62,20.27,0,134.88,72.41,0,19697.64,262.3,0,320.99,50.69,0,109.36,28.02,0,255.34,22.49,0,999.87,59.66,0,<LOD,129.72,0,206247.69,1525.36,0,10126.02,232.62,0,20884.14,205,0,957.12,34.69,0,117.42,6.92,0,184.31,20.9,0,68.99,10.32,0,34.86,6.55,0,37.39,7.91,0,15.41,5.07,0,12.47,6.65,0,542542.31,2169.09,0,11.18,1.96,0,<LOD,10.3,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,31789.31,912.11,0,<LOD,269,0,162132.22,1016.61,0,116.72,26.1,0,<LOD,4006.14,0
331,10/12/2016 15:41,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,300000,0,36.71,8.11,0,118.4,11.84,0,<LOD,300000,0,29.31,6.33,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,586.32,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,3385.01,422.97,0,<LOD,300000,0,24.7,1.99,0,6.44,2.63,0,<LOD,9.91,0,3.22,1.39,0,66.34,8.05,0,650.7,26.62,0,267.36,42.61,0,307.3,101.09,0,<LOD,33.49,0,<LOD,96.66,0,<LOD,49.04,0,<LOD,28.83,0,<LOD,34.51,0,<LOD,21.8,0,<LOD,28.66,0,990293,261.11,0,<LOD,13.35,0,<LOD,26.22,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,3886.53,0,<LOD,1429.73,0,<LOD,3342.73,0,<LOD,413.83,0,<LOD,13661.89,0
332,10/12/2016 15:45,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,28.56,2.05,0,89.65,4.73,0,642.23,8.24,0,10.56,5.64,0,62.07,2.58,0,8.38,3.28,0,18.05,4.81,0,<LOD,5.17,0,20.18,3.06,0,30.52,4.26,0,<LOD,9.65,0,179.07,12.22,0,<LOD,42.4,0,41.77,13.7,0,130.35,20.88,0,173.39,91.5,0,32471.17,342.05,0,393.4,54.02,0,145.69,29.09,0,308.23,26.89,0,1483.03,71.38,0,<LOD,133.63,0,167848.69,1393.57,0,12281.74,262.33,0,57515.08,391.77,0,1017.29,32.94,0,119.52,6.49,0,144.25,19.15,0,60.95,9.54,0,38.23,6.18,0,26.8,7.21,0,12.06,4.66,0,<LOD,9.05,0,476102.75,2407.49,0,13.32,1.97,0,<LOD,10.2,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,47919.36,1161.53,0,318.6,172.76,0,190536.41,1059.32,0,<LOD,38.27,0,10803.68,3365.54,0
333,10/12/2016 15:48,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,42.77,3.09,0,106.9,4.67,0,560.18,7.55,0,11.86,5.66,0,74.03,2.75,0,12.8,3.41,0,22.02,4.89,0,7.12,3.63,0,17.81,2.98,0,34.31,4.38,0,<LOD,9.49,0,102.18,9.83,0,<LOD,41.32,0,45.36,13.39,0,109.4,20.01,0,262.53,85.57,0,29274.66,313.84,0,347.88,51,0,70.99,12.11,0,326.58,34.6,0,1954.48,95.15,0,136.91,64.99,0,110104.7,1116.95,0,15186.31,286.02,0,45730.6,330.05,0,1082.79,33.27,0,110.89,6.43,0,172.11,19.38,0,67.77,9.6,0,38.17,6.16,0,26.03,7.17,0,11.48,4.62,0,<LOD,9.09,0,510161.94,2262.95,0,12.27,1.93,0,12.46,5.62,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,51097.77,1045.96,0,874.49,163.83,0,225557.23,1167.01,0,<LOD,35.75,0,7421.38,2592.67,0
334,10/12/2016 15:51,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,24.88,2.84,0,108.58,4.54,0,494.36,7.08,0,15.22,5.58,0,71.35,2.68,0,8.04,3.13,0,21.9,4.81,0,<LOD,5.04,0,16.64,2.86,0,32.36,4.29,0,<LOD,9.29,0,142.15,10.95,0,<LOD,41.54,0,36.74,12.91,0,114.24,19.61,0,125.55,72.09,0,21484.98,264.27,0,310.61,49.01,0,51.36,11.27,0,388.45,28.44,0,1977.16,75.57,0,<LOD,117.22,0,143937.83,1228.47,0,15133.76,270.83,0,25073.87,221.88,0,971.33,30.81,0,106.05,6.06,0,147.49,18.1,0,55.06,8.92,0,26.17,5.64,0,23.52,6.73,0,6.67,4.25,0,<LOD,8.53,0,493717.16,2337.71,0,13.17,1.93,0,<LOD,11.15,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,58238.88,1131.94,0,<LOD,239.35,0,227927.45,1179.08,0,<LOD,36.19,0,9980.45,2519.37,0
