Reading No,Time,Type,Duration,Units,Sequence,Res,EScale,Shape Time,SAMPLE,LOCATION,INSPECTOR,MISC,NOTE,Flags,Mo,Mo Error,Mo CPS/ua,Zr,Zr Error,Zr CPS/ua,Sr,Sr Error,Sr CPS/ua,U,U Error,U CPS/ua,Rb,Rb Error,Rb CPS/ua,Th,Th Error,Th CPS/ua,Pb,Pb Error,Pb CPS/ua,Au,Au Error,Au CPS/ua,Se,Se Error,Se CPS/ua,As,As Error,As CPS/ua,Hg,Hg Error,Hg CPS/ua,Zn,Zn Error,Zn CPS/ua,W,W Error,W CPS/ua,Cu,Cu Error,Cu CPS/ua,Ni,Ni Error,Ni CPS/ua,Co,Co Error,Co CPS/ua,Fe,Fe Error,Fe CPS/ua,Mn,Mn Error,Mn CPS/ua,Cr,Cr Error,Cr CPS/ua,V,V Error,V CPS/ua,Ti,Ti Error,Ti CPS/ua,Sc,Sc Error,Sc CPS/ua,Ca,Ca Error,Ca CPS/ua,K,K Error,K CPS/ua,S,S Error,S CPS/ua,Ba,Ba Error,Ba CPS/ua,Cs,Cs Error,Cs CPS/ua,Te,Te Error,Te CPS/ua,Sb,Sb Error,Sb CPS/ua,Sn,Sn Error,Sn CPS/ua,Cd,Cd Error,Cd CPS/ua,Ag,Ag Error,Ag CPS/ua,Pd,Pd Error,Pd CPS/ua,Bal,Bal Error,Bal CPS/ua,Nb,Nb Error,Nb CPS/ua,Bi,Bi Error,Bi CPS/ua,Re,Re Error,Re CPS/ua,Ta,Ta Error,Ta CPS/ua,Hf,Hf Error,Hf CPS/ua,Al,Al Error,Al CPS/ua,P,P Error,P CPS/ua,Si,Si Error,Si CPS/ua,Cl,Cl Error,Cl CPS/ua,Mg,Mg Error,Mg CPS/ua
185,10/11/2016 12:56,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.96,0,38.86,5.48,0,1116.28,11.77,0,<LOD,7.95,0,7.46,1.45,0,<LOD,4.63,0,6.7,4.21,0,<LOD,5.32,0,<LOD,3.91,0,5.1,3.18,0,<LOD,11.09,0,22.7,8.01,0,<LOD,48.61,0,<LOD,22.68,0,59.68,21.94,0,83.78,55.25,0,6786.4,132.2,0,493.1,58.78,0,<LOD,10.8,0,<LOD,16.7,0,594.97,92.56,0,<LOD,192.14,0,364007,2252.81,0,4562.89,233.15,0,7688.27,136.96,0,831.63,37.98,0,128.36,7.86,0,188.63,23.6,0,66.73,11.57,0,37.7,7.43,0,28.99,8.72,0,16.46,5.74,0,13.17,7.53,0,531580.25,2320.89,0,3.9,1.94,0,<LOD,6.33,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,10599.83,814.74,0,<LOD,223.2,0,62688.64,672.25,0,636.62,30.96,0,8203.96,3582.2,0
186,10/11/2016 13:00,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,5.41,2.63,0,28.9,5.39,0,1187.16,11.87,0,<LOD,7.66,0,4.91,1.33,0,5.08,3.06,0,<LOD,5.68,0,<LOD,5.02,0,<LOD,3.79,0,4.89,2.9,0,<LOD,10.82,0,22.89,7.79,0,<LOD,47.23,0,<LOD,21.54,0,61.34,21.12,0,<LOD,52.65,0,2065.54,76.29,0,635.58,60.92,0,<LOD,11.56,0,<LOD,16.81,0,583.13,101.64,0,<LOD,235.36,0,409345.22,2394.16,0,3853.39,265.76,0,1403.38,90.94,0,758.68,35.42,0,112.81,7.35,0,178.25,22.23,0,54.74,10.78,0,40.56,7.07,0,27.65,8.23,0,12.65,5.32,0,<LOD,10.46,0,522926.63,2251.43,0,3.44,1.87,0,<LOD,6.97,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,6328.82,775.75,0,<LOD,215.65,0,47035.76,597.22,0,1129.89,34.53,0,<LOD,5433.45,0
187,10/11/2016 13:04,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.99,0,41.7,5.61,0,1200.77,12.09,0,<LOD,7.99,0,4.32,1.33,0,5.15,3.1,0,<LOD,5.81,0,<LOD,5.26,0,<LOD,3.87,0,<LOD,4.28,0,<LOD,11.07,0,15.43,7.61,0,<LOD,49,0,27.16,15.03,0,82.23,21.9,0,73.07,34.64,0,1746.08,72.39,0,726.01,64.28,0,<LOD,11.31,0,<LOD,16.28,0,603.3,105.53,0,<LOD,246.45,0,425722.44,2477.47,0,2918.65,265.6,0,1375.1,90.55,0,672.16,35.11,0,118.97,7.47,0,158.77,22.24,0,61.86,10.98,0,36.48,7.08,0,15.77,8.05,0,12.2,5.36,0,13,7.19,0,516393.97,2308.21,0,<LOD,2.81,0,<LOD,7.77,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,5437.95,775.93,0,<LOD,212.52,0,37546.11,542.69,0,381.66,28.7,0,6421.46,3773.66,0
188,10/11/2016 13:08,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,4.83,2.67,0,29.09,5.57,0,1223.92,12.31,0,<LOD,7.73,0,8.65,2.26,0,<LOD,4.61,0,<LOD,5.91,0,<LOD,5.31,0,<LOD,3.92,0,<LOD,4.37,0,<LOD,11.28,0,21.05,7.94,0,<LOD,48.93,0,<LOD,21.77,0,51.44,21.6,0,78.32,40.65,0,2919.67,90.26,0,647.36,62.46,0,<LOD,11.21,0,<LOD,16.66,0,618,102.55,0,<LOD,225.64,0,407008.91,2426.51,0,3086.28,248.51,0,1958.25,95.61,0,715,36.45,0,121.82,7.7,0,197.21,23.36,0,60.9,11.3,0,40.03,7.35,0,27.11,8.55,0,14.96,5.6,0,<LOD,10.66,0,528972,2279.76,0,<LOD,3.56,0,<LOD,6.23,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,6166.74,766.98,0,<LOD,215.12,0,43238.8,577.19,0,344.24,28.43,0,<LOD,5399.83,0
189,10/11/2016 13:12,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,4.72,2.67,0,70.98,5.57,0,1062.25,11.22,0,<LOD,7.63,0,13.67,1.61,0,<LOD,4.57,0,6.84,4.13,0,<LOD,5.1,0,<LOD,3.79,0,9.03,3.29,0,<LOD,10.88,0,38.69,8.45,0,<LOD,47.26,0,<LOD,21.42,0,108.86,22.27,0,169,70.01,0,15874.95,244.78,0,587.62,60.78,0,<LOD,12.8,0,23.14,14.42,0,632.29,52.48,0,<LOD,197.37,0,336018.84,2092.94,0,6402.66,259.96,0,6013.9,122.24,0,721.39,35.14,0,119.69,7.4,0,162.33,22.05,0,59.11,10.84,0,43.83,7.14,0,23.89,8.16,0,14.57,5.38,0,<LOD,10.25,0,534461.75,2252.94,0,4.75,1.9,0,<LOD,6.23,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,14362.43,829.99,0,<LOD,214.73,0,76270.73,723.16,0,235.55,27.19,0,9625.67,3366.38,0
190,10/11/2016 13:16,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,300000,0,7.49,4.2,0,943.61,13.96,0,<LOD,300000,0,2.94,1.42,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,6.2,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,2905.12,124.46,0,717.86,110.91,0,<LOD,8.21,0,<LOD,10.06,0,570.41,94.14,0,<LOD,151.52,0,386876.59,2525.89,0,1625.17,162.11,0,2318.34,102.74,0,739.15,43.45,0,145.8,9.34,0,242.49,28.42,0,89.76,13.93,0,45.29,8.85,0,24.68,10.1,0,16.13,6.71,0,14.92,8.91,0,565702.88,2413.95,0,<LOD,2.41,0,<LOD,6.84,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,2414.78,719.51,0,<LOD,212.36,0,22593.74,456.34,0,684.09,33.13,0,12744.26,3747.28,0
191,10/11/2016 13:20,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,300000,0,<LOD,300000,0,962.02,13.94,0,<LOD,300000,0,<LOD,2.04,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,56.16,12.79,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,1297.3,91.81,0,749.14,110.61,0,<LOD,8.63,0,<LOD,11.62,0,768.53,102.2,0,<LOD,168.84,0,408317.41,2590.07,0,1403.12,175.16,0,883.67,90.76,0,755.67,42.91,0,151.34,9.23,0,251.74,28.1,0,86.28,13.66,0,52.92,8.88,0,29.42,10.07,0,21.56,6.8,0,<LOD,12.93,0,561895.56,2353.87,0,<LOD,2.99,0,<LOD,6.69,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,2322.35,721.82,0,<LOD,207.38,0,16909.92,412.82,0,815.49,33.98,0,<LOD,5439.92,0
192,10/11/2016 13:24,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,300000,0,<LOD,5.95,0,951.8,13.26,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,<LOD,300000,0,1339.58,88.71,0,879.06,109.18,0,<LOD,9.67,0,<LOD,12.76,0,614.19,105.81,0,<LOD,203.77,0,429306.22,2597.09,0,1396.63,208.27,0,1076.32,90.51,0,682.52,39.47,0,130.06,8.47,0,213.12,25.73,0,69.81,12.5,0,48.17,8.17,0,27.91,9.36,0,10.64,5.98,0,<LOD,11.94,0,539583.13,2345.64,0,<LOD,2.16,0,<LOD,8.89,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,2479.28,737.56,0,<LOD,210.31,0,16656.7,404.25,0,718.7,32.15,0,<LOD,5693.34,0
193,10/11/2016 13:27,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.79,0,11.98,5.03,0,1122.23,11.4,0,<LOD,7.43,0,6.02,2.1,0,6.62,3.09,0,<LOD,5.83,0,7.47,3.71,0,<LOD,3.95,0,<LOD,4.29,0,<LOD,10.93,0,11.38,7.18,0,<LOD,47.32,0,22.14,14.26,0,82.26,21.09,0,65.66,33.3,0,1711.4,70.35,0,938.43,67.86,0,<LOD,12.51,0,<LOD,17.12,0,662.63,110.02,0,<LOD,279.79,0,446333.09,2509.96,0,2801.87,295.69,0,1832.12,96.17,0,635.57,33.75,0,113.08,7.21,0,171.64,21.73,0,52.59,10.52,0,27.34,6.72,0,18.17,7.86,0,12.76,5.21,0,12.08,6.93,0,506340.09,2278.09,0,<LOD,3.17,0,<LOD,10.5,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,5811.46,816.66,0,<LOD,216.5,0,27973.86,486.87,0,499.57,30.29,0,<LOD,5945.2,0
194,10/11/2016 13:31,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,6.11,2.69,0,166.34,5.53,0,680.07,8.51,0,<LOD,8.13,0,55.51,2.48,0,13.91,3.56,0,23.42,4.92,0,5.12,3.39,0,<LOD,3.63,0,21.71,4.11,0,<LOD,9.93,0,85.61,9.56,0,<LOD,43.2,0,45.45,14.04,0,165.98,21.74,0,174.88,92.75,0,32956.11,346.36,0,546.79,58.37,0,211.33,30.94,0,193.45,26.95,0,2911.5,83.96,0,<LOD,153.52,0,192974.11,1514.86,0,13133.17,280.85,0,22371.56,211.3,0,673.02,30.82,0,96.05,6.41,0,135.43,19.21,0,36.04,9.28,0,23.67,5.99,0,19.96,7.12,0,8.35,4.58,0,<LOD,9.07,0,501435.47,2397.34,0,14.76,2.01,0,12.69,5.6,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,52304.95,1178.8,0,1123.14,158.9,0,160440.61,1000.33,0,240.78,27.09,0,17326.57,3039.24,0
195,10/11/2016 13:38,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,5.49,0,14.8,7.39,0,1140.28,16.67,0,<LOD,10.49,0,5.63,2.97,0,<LOD,6.23,0,<LOD,8.12,0,<LOD,7.6,0,<LOD,5.61,0,<LOD,6.23,0,<LOD,14.9,0,21.93,11.09,0,<LOD,68.37,0,<LOD,31.18,0,76.07,30.49,0,<LOD,74.27,0,2157.66,112.1,0,954.58,98.94,0,<LOD,11.82,0,<LOD,17.29,0,698.65,103.08,0,<LOD,251.44,0,423683.91,3176.22,0,4090.14,282.3,0,1307.73,90.92,0,622.06,34.45,0,116.32,7.4,0,175.73,22.3,0,54.04,10.8,0,32.95,6.97,0,18.92,8.07,0,9.85,5.25,0,<LOD,10.42,0,514963.5,3241.42,0,<LOD,4.44,0,<LOD,8.49,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,10567.52,865.6,0,<LOD,213.45,0,41179.75,587.18,0,317.37,28.78,0,<LOD,8305.55,0
196,10/11/2016 13:41,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.88,0,14.83,5.12,0,1087.19,11.5,0,<LOD,7.67,0,<LOD,1.81,0,<LOD,4.46,0,10.34,4.38,0,<LOD,5.41,0,<LOD,3.82,0,<LOD,4.38,0,11.57,7.47,0,13.1,7.37,0,<LOD,47.28,0,<LOD,21.62,0,88.83,21.95,0,49.91,32.16,0,1427.84,67.18,0,858.19,67.81,0,<LOD,11.58,0,<LOD,15.57,0,600.81,111.43,0,<LOD,264.87,0,450189.16,2575.83,0,2239.22,275.39,0,1265.46,92.03,0,582.56,34.42,0,116.82,7.48,0,186.26,22.64,0,62.45,11.02,0,35.98,7.08,0,18.98,8.14,0,9.24,5.28,0,15.04,7.27,0,508626.75,2331.89,0,<LOD,3.28,0,<LOD,5.78,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,3708.33,790.06,0,<LOD,210.34,0,23863.41,461.53,0,523.37,30.59,0,6092.89,4025.23,0
197,10/11/2016 13:45,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.87,0,10.46,5.04,0,1043.2,11.38,0,<LOD,7.64,0,3.4,1.28,0,<LOD,4.44,0,<LOD,5.46,0,<LOD,5.54,0,<LOD,3.97,0,4.46,2.82,0,<LOD,11.06,0,15.05,7.58,0,<LOD,48.17,0,<LOD,22.19,0,71.76,22.05,0,65.47,33.37,0,1488.6,68.94,0,845,67.66,0,<LOD,10.88,0,<LOD,14.83,0,631.22,105.86,0,<LOD,234.03,0,433804.84,2518.63,0,2640.65,249.93,0,976.02,88.96,0,607.17,35.58,0,117.75,7.68,0,163.05,22.96,0,56.84,11.23,0,33.31,7.24,0,14.86,8.27,0,12.79,5.54,0,<LOD,10.94,0,525540.56,2290.73,0,<LOD,2.97,0,<LOD,6,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,3605.3,763.19,0,<LOD,210.24,0,23711.32,459.71,0,421.97,29.5,0,5788.64,3859.06,0
198,10/11/2016 13:49,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.95,0,37.3,5.22,0,1046.96,11.15,0,<LOD,7.93,0,11.54,1.55,0,5.85,3.14,0,8.74,4.23,0,5.81,3.62,0,<LOD,3.8,0,7.52,3.29,0,<LOD,10.74,0,19.94,7.65,0,<LOD,47.64,0,<LOD,21.46,0,84.28,21.69,0,81.1,48.35,0,5121.83,113.54,0,691.88,62.88,0,<LOD,11.45,0,25.37,12.99,0,963.64,97.7,0,<LOD,211.47,0,376749.5,2263.36,0,6759.45,273.34,0,2816.97,102.81,0,669.92,34.77,0,114.74,7.38,0,173.83,22.23,0,60.65,10.87,0,29.13,6.89,0,19.41,8.06,0,11.59,5.29,0,11.81,7.07,0,529211.5,2257.82,0,3.67,1.88,0,<LOD,7.57,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,11970.68,843.21,0,<LOD,218.46,0,58718.75,661.11,0,394.38,29.3,0,6143.36,3531.14,0
199,10/11/2016 13:54,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,4.36,2.71,0,144.54,5.4,0,640.8,8.48,0,<LOD,8.3,0,52.63,2.48,0,6.98,3.22,0,15.21,4.53,0,<LOD,5.05,0,<LOD,3.67,0,7.15,3.42,0,<LOD,10.19,0,81.75,9.72,0,<LOD,44.04,0,46.85,14.77,0,120.6,21.66,0,127.65,77.81,0,22218.79,284.81,0,588.77,59.7,0,152.36,28.4,0,141.19,19.55,0,2182.41,61.49,0,<LOD,119.15,0,196593.47,1498.53,0,11936.01,253.86,0,6303.47,114.76,0,779.29,34.41,0,123.94,7.17,0,171.88,21.41,0,67.42,10.58,0,39.27,6.82,0,19.11,7.77,0,11.25,5.1,0,<LOD,10.13,0,579781.06,2127.01,0,13.97,2.06,0,<LOD,9.97,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,37103.58,940.55,0,890.46,146.3,0,131653,926.64,0,57.87,25.9,0,8189.25,2445.13,0
200,10/11/2016 13:57,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.93,0,10.45,4.98,0,1030.4,11.26,0,<LOD,7.54,0,5.22,2.11,0,<LOD,4.36,0,<LOD,5.81,0,<LOD,5.33,0,<LOD,3.86,0,4.78,2.97,0,<LOD,11.06,0,14.13,7.43,0,<LOD,46.99,0,<LOD,22.08,0,83.62,22,0,56.48,33.52,0,1611.36,70.77,0,901.52,68.95,0,<LOD,11.54,0,<LOD,16.16,0,660.77,107.64,0,<LOD,250.05,0,438166.63,2521.54,0,3086.18,269.85,0,1688.29,94.97,0,605.71,34.19,0,113.34,7.35,0,146.71,21.85,0,56.16,10.79,0,34.58,6.97,0,18.88,8.04,0,9.68,5.22,0,<LOD,9.97,0,496655.66,2396.15,0,<LOD,3.06,0,<LOD,5.86,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,9616.36,872.91,0,<LOD,215.12,0,40330.5,565.77,0,578.95,30.92,0,6454.73,3943.56,0
201,10/11/2016 14:02,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,5.74,2.62,0,14.39,5.17,0,1137.34,11.68,0,<LOD,7.56,0,5.57,1.35,0,<LOD,4.23,0,<LOD,6.01,0,<LOD,5.24,0,<LOD,3.79,0,<LOD,4.3,0,<LOD,10.95,0,11.08,7.21,0,<LOD,46.7,0,<LOD,21.72,0,78.58,21.59,0,75.99,38.09,0,2512.72,83.56,0,849.59,66.73,0,<LOD,11.3,0,<LOD,17.09,0,641.84,103.39,0,<LOD,241.81,0,423359.69,2435.8,0,4080.8,272.57,0,1712.55,94.52,0,657.13,35.17,0,121.64,7.53,0,183.54,22.68,0,54.39,10.95,0,33.65,7.08,0,23,8.26,0,15.34,5.49,0,14.32,7.28,0,510807.13,2333.88,0,<LOD,2.78,0,<LOD,5.73,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,8408.05,838,0,<LOD,211.86,0,37694.01,547.81,0,325.88,28.73,0,9210.88,3897.8,0
202,10/11/2016 14:06,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.9,0,16.08,5.18,0,1114.48,11.63,0,<LOD,7.77,0,5.58,1.36,0,<LOD,4.31,0,<LOD,6.16,0,<LOD,5.49,0,<LOD,3.95,0,<LOD,4.29,0,<LOD,11.23,0,25.36,8,0,<LOD,48.19,0,23.81,15.06,0,117.06,22.62,0,<LOD,52.12,0,1915.51,74.98,0,721.94,64.16,0,<LOD,11.33,0,<LOD,15.61,0,708.86,104.15,0,<LOD,238.33,0,426815.72,2469.6,0,3442.08,263.37,0,1164.18,91.44,0,682.87,36.24,0,126.16,7.75,0,190.8,23.33,0,68.83,11.46,0,36.95,7.3,0,33.42,8.71,0,9.64,5.45,0,13.88,7.45,0,520079.5,2290.09,0,<LOD,2.42,0,<LOD,5.78,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,7709.37,832.81,0,<LOD,215.05,0,32773.08,525.43,0,317.34,29.35,0,<LOD,5726.72,0
203,10/11/2016 14:10,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,5.83,2.85,0,178.57,6.06,0,807.24,9.64,0,<LOD,9.53,0,82.16,3.09,0,12.97,3.63,0,9.83,4.37,0,<LOD,5.01,0,4.8,2.57,0,12.64,3.53,0,<LOD,10.42,0,137.03,11.67,0,<LOD,45.2,0,37.17,14.8,0,98.35,21.65,0,116.56,73,0,19281.99,266.73,0,434.05,55.95,0,191.19,23.21,0,159.83,16.03,0,2041,47.88,0,131.24,42.16,0,105420.3,1046.41,0,18239.16,289.26,0,23399.57,215.63,0,913.24,35.71,0,121.12,7.21,0,161.71,21.44,0,61.66,10.59,0,43.22,6.93,0,27.74,8.02,0,10.18,5.11,0,<LOD,10.2,0,579804.63,2234.34,0,17.97,2.18,0,12.76,6.04,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,55067.73,1036.6,0,799.15,149.22,0,184766.23,1113.53,0,198.44,27.68,0,7493.7,2178.69,0
204,10/11/2016 14:15,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,7.37,3.18,0,16.28,3.42,0,44.66,4.74,0,<LOD,300000,0,<LOD,5.12,0,<LOD,300000,0,219.93,23.92,0,<LOD,30.76,0,<LOD,86.78,0,60.68,18.43,0,<LOD,300000,0,<LOD,47.51,0,<LOD,231.29,0,137.67,46.13,0,162.74,78.19,0,<LOD,516.45,0,395015.25,12460.26,0,<LOD,293.3,0,739.2,92.51,0,196.47,75.97,0,277.46,107.2,0,<LOD,60.65,0,28543.26,1454.75,0,2144.98,280.23,0,545224.63,8968.92,0,415.09,95.53,0,214.21,16.66,0,311.8,49.53,0,<LOD,39.42,0,<LOD,56.33,0,<LOD,18.92,0,17.42,8.06,0,<LOD,9.97,0,<LOD,1.5,0,9.15,3.62,0,<LOD,21.72,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,13874.51,2967.83,0,<LOD,426.98,0,11770.93,477.18,0,655.76,68.82,0,<LOD,33439.32,0
205,10/11/2016 14:19,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,5.3,2.74,0,154.11,5.66,0,756.69,9.17,0,<LOD,8.67,0,56.15,2.55,0,11.47,3.47,0,15.58,4.58,0,<LOD,5.2,0,<LOD,3.72,0,21.08,3.95,0,<LOD,10.13,0,86.59,9.88,0,<LOD,44.44,0,37.71,14.25,0,84.6,20.82,0,137.48,81.63,0,24687.41,300.61,0,499.25,57.14,0,153.8,29.47,0,172.2,21.62,0,2095.56,65.6,0,<LOD,126.85,0,195199.05,1506.53,0,13369.35,272.19,0,14799.5,167.88,0,762.62,33.97,0,113.51,7.04,0,165.61,21.14,0,60.48,10.37,0,30.59,6.61,0,13.7,7.57,0,11.59,5.05,0,<LOD,9.78,0,543172.75,2274.99,0,13.24,2.03,0,<LOD,8.27,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,43532.44,1037.54,0,522.29,149.5,0,146330.14,962,0,306.79,27.52,0,13054.13,2722.29,0
206,10/11/2016 14:23,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.89,0,20.76,5.28,0,1150.03,11.78,0,<LOD,7.83,0,8.47,1.47,0,<LOD,4.49,0,7.73,4.21,0,<LOD,5.35,0,<LOD,3.85,0,<LOD,4.59,0,<LOD,11.06,0,22.72,7.9,0,<LOD,48.73,0,<LOD,21.68,0,82.17,21.9,0,68.17,41.15,0,3231.59,92.96,0,586.97,60.03,0,<LOD,11.01,0,<LOD,16.62,0,735.52,98.96,0,<LOD,220.41,0,400901.91,2366.61,0,5389.76,267.53,0,2487.02,100.35,0,628.11,35.1,0,119.79,7.56,0,194.42,22.93,0,63.36,11.14,0,31.33,7.07,0,21.69,8.27,0,10.32,5.36,0,<LOD,10.32,0,525064.94,2279.52,0,3.9,1.9,0,<LOD,7.1,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,9607.68,825.16,0,<LOD,222.05,0,45630.91,591.7,0,393.03,29.09,0,5906.98,3658.37,0
207,10/11/2016 14:23,TestAll Geo,0,ppm,Final,,,,,,,,,-8mm ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,10/11/2016 14:29,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.9,0,146.63,5.26,0,660.76,8.29,0,9.32,5.64,0,66.31,2.66,0,13.89,3.4,0,10.36,4.09,0,<LOD,4.72,0,<LOD,3.44,0,6.78,3.1,0,<LOD,9.57,0,150.9,11.37,0,<LOD,41.12,0,38.6,13.6,0,76.44,19.62,0,125.66,62.4,0,15296.79,224.67,0,386.55,51.1,0,56.39,8.41,0,177.18,17.9,0,1876.65,52.38,0,136.91,54.34,0,126331.01,1129.17,0,17733.75,283.86,0,4388.79,93.81,0,849.79,33.34,0,120.64,6.82,0,177.03,20.48,0,61.31,10.02,0,34.48,6.43,0,25.74,7.54,0,14.96,4.97,0,<LOD,9.56,0,590598.31,2078.22,0,12.64,1.97,0,12.27,5.51,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,51366.78,967.35,0,485.91,138.3,0,179599.28,1079.68,0,<LOD,35.37,0,9555.75,1959.83,0
209,10/11/2016 14:37,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,<LOD,3.9,0,19.51,5.32,0,1187.93,11.93,0,<LOD,7.97,0,10.77,1.54,0,<LOD,4.38,0,<LOD,6.05,0,<LOD,5.31,0,<LOD,3.8,0,<LOD,4.55,0,<LOD,10.98,0,31.56,8.24,0,<LOD,48.22,0,<LOD,21.4,0,90.3,21.84,0,57.57,37.96,0,2603.71,84.36,0,600.97,60.18,0,<LOD,11.75,0,20.68,11.8,0,678.27,99.12,0,<LOD,229.2,0,400802.34,2370.06,0,7081.34,291.68,0,1997.41,96.65,0,646.44,34.9,0,122.49,7.49,0,158.29,22.23,0,56.55,10.91,0,30.61,6.99,0,19.75,8.14,0,15.4,5.46,0,<LOD,10.32,0,521299.78,2302.92,0,3.37,1.88,0,<LOD,6.01,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,13364.11,886.15,0,<LOD,218.42,0,45898.82,594.54,0,649.06,31.49,0,5599.53,3660.44,0
210,10/11/2016 14:41,TestAll Geo,180,ppm,Final,,,,,,,,,-8mm ,6.18,2.79,0,244.53,6.13,0,687.88,8.47,0,13.75,6.08,0,82.85,2.95,0,30.45,4.23,0,36.41,5.55,0,<LOD,4.72,0,<LOD,3.49,0,26.33,4.56,0,<LOD,9.78,0,136.41,10.99,0,<LOD,42.05,0,43.36,13.69,0,129.02,20.65,0,<LOD,121.68,0,26505.85,300.28,0,342.05,51.12,0,173.62,24.92,0,215.11,23.26,0,3086.95,70.52,0,105.78,61.41,0,115486.09,1118.32,0,22230.47,332.38,0,18038.51,176.48,0,693.29,30.43,0,94.65,6.29,0,116.52,18.65,0,48.57,9.27,0,22.12,5.86,0,15.24,6.9,0,7.83,4.48,0,<LOD,8.81,0,533097.06,2346.44,0,28.86,2.26,0,35.38,6.63,0,<LOD,1.5,0,<LOD,1.5,0,<LOD,1.5,0,74591.66,1222.79,0,2476.63,151.41,0,188970.38,1076.17,0,132.27,25.3,0,12702.04,2258.47,0
